ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Female,1988.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,52,38.0,37.5,0
Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Sometimes,Often,Always,Always,Always,Often,Female,1988.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,15,38.0,83.3,1
Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1982.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,60,44.0,45.8,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Seldom,Seldom,Female,1983.0,Parental Leave,Farm Animals,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,70,43.0,37.5,0
Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Always,Often,Often,Male,1973.0,Employed,Horses,Rheinland-Pfalz,5000 pop. aprox.,4. 3000 to 4000 eur,70,53.0,62.5,1
Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,80,38.0,33.3,0
Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Often,Often,Sometimes,Often,Male,1990.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,1. less than 1000 eur,45,36.0,58.3,1
Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1969.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,60,57.0,25.0,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Never,Never,Never,Seldom,Never,Seldom,Female,1984.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,60,42.0,8.3,0
Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,40,40.0,29.2,0
Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Always,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,58.3,1
Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Often,Male,1952.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,5. 4000 to 5000 eur,60,74.0,54.2,1
Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1983.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,60,43.0,25.0,0
Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Sometimes,Often,Seldom,Sometimes,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,40,39.0,54.2,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Seldom,Never,Seldom,Never,Sometimes,Female,1978.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,59,48.0,16.7,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Never,Never,Seldom,Never,Never,Never,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,50,40.0,4.2,0
Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Never,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1984.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,40,42.0,29.2,0
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Female,1989.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,46,37.0,33.3,0
Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Female,1971.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,70,55.0,33.3,0
Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Often,Sometimes,Often,Often,Always,Male,1983.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,48,43.0,70.8,1
Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Seldom,Often,Sometimes,Often,Seldom,Always,Female,1988.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,55,38.0,58.3,1
Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Sometimes,Seldom,Seldom,Seldom,Female,1990.0,Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,2. 1000 to 2000 eur,50,36.0,29.2,0
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Often,Sometimes,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,2. 1000 to 2000 eur,70,41.0,54.2,1
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Sometimes,Often,Female,1979.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,2. 1000 to 2000 eur,45,47.0,45.8,0
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,3. 2000 to 3000 eur,40,40.0,58.3,1
Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Often,Often,Often,Female,1985.0,Employed,Small Animal Medicine,Hessen,100000 pop. aprox.,2. 1000 to 2000 eur,28,41.0,62.5,1
Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Often,Often,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,32,41.0,58.3,1
Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1986.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,70,40.0,25.0,0
Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1985.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,30,41.0,58.3,1
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1989.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,60,37.0,33.3,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Never,Never,Never,Seldom,Never,Seldom,Female,1988.0,Employed,Small Animal Medicine,Rheinland-Pfalz,20000 pop. aprox.,3. 2000 to 3000 eur,45,38.0,8.3,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1986.0,Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,3. 2000 to 3000 eur,40,40.0,25.0,0
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Often,Seldom,Often,Female,1987.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,55,39.0,54.2,1
Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Seldom,Sometimes,Female,1974.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,2. 1000 to 2000 eur,40,52.0,41.7,0
Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Sometimes,Often,Often,Often,Often,Often,Male,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,4. 3000 to 4000 eur,50,40.0,70.8,1
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Often,Sometimes,Female,1981.0,Currently looking for a job,Horses,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,8,45.0,62.5,1
Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1984.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,20,42.0,29.2,0
Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1978.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,3. 2000 to 3000 eur,75,48.0,41.7,0
Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1979.0,Currently looking for a job,Horses,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,40,47.0,41.7,0
Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1987.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,38,39.0,37.5,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Often,Always,Female,1989.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,55,37.0,62.5,1
Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1983.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,55,43.0,41.7,0
Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Often,Often,Sometimes,Always,Female,1976.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,5. 4000 to 5000 eur,70,50.0,58.3,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1976.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,6. more than 5000 eur,60,50.0,29.2,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Never,Never,Seldom,Seldom,Never,Seldom,Female,1983.0,Employed,Small Animal Medicine,Hessen,100000 pop. aprox.,2. 1000 to 2000 eur,80,43.0,12.5,0
Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,4. 3000 to 4000 eur,60,40.0,54.2,1
Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Never,Never,Seldom,Sometimes,Female,1989.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,50,37.0,20.8,0
Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Sometimes,Often,Often,Often,Often,Often,Female,1987.0,Employed,Horses,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,60,39.0,70.8,1
Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1967.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,45,59.0,33.3,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Male,1972.0,Self-Employed,Small Animal Medicine,Berlin,5000 pop. aprox.,4. 3000 to 4000 eur,60,54.0,58.3,1
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1975.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,50,51.0,29.2,0
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Seldom,Often,Sometimes,Often,Seldom,Always,Female,1978.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,41,48.0,58.3,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1975.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,40,51.0,45.8,0
Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Female,1960.0,Self-Employed,Horses,Bavaria,20000 pop. aprox.,4. 3000 to 4000 eur,45,66.0,58.3,1
Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Always,Female,1970.0,Self-Employed,Horses,North Rhine-Westphalia,5000 pop. aprox.,3. 2000 to 3000 eur,28,56.0,33.3,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Female,1982.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,34,44.0,37.5,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1969.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,5,57.0,58.3,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Always,Female,1972.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,80,54.0,45.8,0
Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Female,1962.0,Self-Employed,Horses,Hessen,20000 pop. aprox.,3. 2000 to 3000 eur,48,64.0,33.3,0
Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Sometimes,Often,Sometimes,Often,Often,Often,Female,1978.0,Employed,Horses,Bavaria,100000 pop. aprox.,4. 3000 to 4000 eur,45,48.0,66.7,1
Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1989.0,Parental Leave,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,55,37.0,66.7,1
Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Sometimes,Often,Often,Often,Often,Often,Female,1988.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,65,38.0,70.8,1
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Often,Often,Always,Often,Female,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,20,68.0,66.7,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1976.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,5. 4000 to 5000 eur,50,50.0,29.2,0
Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Always,Often,Always,Male,1967.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,59.0,66.7,1
Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1964.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,45,62.0,41.7,0
Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Always,Often,Sometimes,Female,1983.0,Employed,Horses,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,60,43.0,58.3,1
Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Often,Often,Male,1988.0,Employed,Horses,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,50,38.0,54.2,1
Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Never,Seldom,Often,Sometimes,Sometimes,Often,Female,1978.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,40,48.0,45.8,0
Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Always,Always,Always,Always,Always,Always,Male,1961.0,Self-Employed,Small Animal Medicine,Mecklenburg-Vorpommern,5000 pop. aprox.,6. more than 5000 eur,60,65.0,100.0,1
Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Often,Always,Female,1987.0,Employed,Small Animal Medicine,Hessen,100000 pop. aprox.,2. 1000 to 2000 eur,55,39.0,66.7,1
Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Seldom,Often,Sometimes,Sometimes,Sometimes,Often,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,32,46.0,54.2,1
Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1953.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,1. less than 1000 eur,40,73.0,25.0,0
Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Sometimes,Always,Always,Always,Always,Always,Female,1963.0,Self-Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,40,63.0,91.7,1
Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Often,Often,Sometimes,Always,Often,Often,Female,1962.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,3. 2000 to 3000 eur,30,64.0,75.0,1
Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Always,Sometimes,Always,Male,1963.0,Self-Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,3. 2000 to 3000 eur,55,63.0,54.2,1
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,Female,1974.0,Employed,Small Animal Medicine,Hessen,5000 pop. aprox.,4. 3000 to 4000 eur,45,52.0,50.0,1
Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Seldom,Sometimes,Seldom,Never,Female,1977.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,50,49.0,16.7,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Always,Often,Often,Often,Often,Male,1972.0,Other,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,5. 4000 to 5000 eur,45,54.0,75.0,1
Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,Male,1963.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,46,63.0,50.0,1
Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1963.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,42,63.0,29.2,0
Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Never,Often,Seldom,Seldom,Seldom,Sometimes,Female,1983.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,40,43.0,33.3,0
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Seldom,Female,1987.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,39.0,50.0,1
