ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
2,3,3,1,4,4,3,2,2,3,25,25,25,75,50,75,2,1989.0,2,1,2,4,3,55,45.83,0
2,1,1,3,1,1,1,3,3,4,25,50,75,75,75,100,2,1961.0,1,2,15,2,4,40,66.67,1
3,4,3,3,4,3,3,3,2,2,25,50,50,50,50,50,2,1979.0,2,3,2,1,3,50,45.83,0
2,2,2,3,2,2,1,3,3,2,25,50,50,75,50,75,2,1981.0,2,3,13,2,2,45,54.17,0
4,4,4,1,4,4,2,2,2,3,25,75,25,50,50,25,2,1973.0,2,14,2,1,4,39,41.67,0
3,3,3,2,2,1,1,4,3,3,25,50,50,50,50,25,2,1975.0,1,1,15,3,3,60,41.67,0
3,2,3,2,3,2,2,2,2,1,0,0,0,0,0,0,2,1984.0,2,1,10,2,2,0,0.0,0
4,3,3,2,3,2,3,2,2,1,25,25,25,50,25,50,2,1980.0,2,1,7,4,3,50,33.33,0
3,3,2,1,4,2,2,1,1,1,25,75,25,25,25,75,2,1986.0,2,1,2,3,2,40,41.67,0
3,3,2,3,3,2,2,3,2,2,50,75,75,100,50,75,1,1980.0,2,3,13,2,2,43,70.83,1
4,4,4,3,3,1,1,3,2,2,0,25,25,50,25,50,2,1967.0,1,1,10,2,1,50,29.17,0
3,3,3,2,1,2,1,2,2,1,0,50,75,75,50,100,2,1982.0,2,2,15,2,3,65,58.33,0
2,3,2,2,4,3,3,1,2,1,25,25,75,75,50,75,1,1986.0,2,1,1,2,3,50,54.17,0
3,3,3,4,1,1,1,3,4,3,50,50,75,75,75,75,2,1982.0,2,1,13,4,1,37,66.67,1
3,3,4,2,2,2,1,2,4,2,25,25,50,50,25,50,2,1986.0,2,1,15,4,2,60,37.5,0
4,4,2,2,4,2,2,1,1,1,25,50,25,25,25,50,2,1980.0,2,1,2,4,1,30,33.33,0
3,2,2,3,3,1,1,3,3,3,50,75,75,100,100,75,1,1980.0,2,1,2,2,2,25,79.17,1
3,3,4,1,3,2,2,1,2,1,25,25,50,75,50,50,2,1983.0,2,1,9,2,2,60,45.83,0
2,2,2,3,3,1,3,2,2,3,50,50,75,75,75,75,2,1974.0,2,9,13,2,3,43,66.67,1
4,4,4,3,1,4,1,3,3,3,25,25,25,0,25,50,2,1969.0,1,1,1,3,4,57,25.0,0
2,2,1,1,4,3,3,1,1,3,25,25,50,75,50,25,2,1974.0,2,3,7,3,3,45,41.67,0
3,3,3,4,2,1,1,3,4,3,50,50,50,75,50,75,2,1984.0,1,2,9,1,5,25,58.33,0
2,3,2,3,2,2,3,3,3,3,50,75,75,75,75,75,2,1986.0,2,11,9,1,3,50,70.83,1
3,2,2,3,3,3,1,3,3,2,25,50,75,75,50,75,2,1988.0,2,11,9,1,1,41,58.33,0
4,4,4,1,4,4,2,1,2,2,25,50,50,50,50,50,2,1985.0,2,14,2,3,3,60,45.83,0
4,4,3,2,3,2,2,2,2,2,50,50,50,75,75,75,2,0.0,1,1,2,0,3,0,62.5,0
3,2,4,3,1,2,1,3,2,2,25,25,25,50,50,75,2,1979.0,2,2,2,4,4,80,41.67,0
4,2,3,2,4,2,1,2,2,2,50,25,75,100,75,100,1,1981.0,2,3,4,1,3,50,70.83,1
3,3,2,1,3,2,2,1,2,1,0,25,25,0,0,25,2,1983.0,2,1,2,4,2,65,12.5,0
2,2,2,3,2,2,2,3,3,3,25,50,25,25,50,50,2,1981.0,2,9,9,1,2,40,37.5,0
3,4,3,1,4,2,1,2,2,1,25,25,25,25,25,25,2,1984.0,2,1,2,2,2,72,25.0,0
3,3,2,2,2,2,2,1,3,1,50,75,25,75,75,75,2,1983.0,2,1,10,4,4,50,62.5,0
3,2,2,3,2,2,2,3,3,3,50,50,50,75,75,75,2,1990.0,2,2,10,4,2,54,62.5,0
3,3,2,1,4,3,3,2,2,1,25,25,25,25,25,25,2,1982.0,2,1,9,4,2,50,25.0,0
4,4,4,2,4,2,1,3,4,3,0,0,50,25,25,100,2,1979.0,2,1,10,4,3,51,33.33,0
3,4,2,3,4,3,3,4,2,1,25,25,25,25,25,25,2,1981.0,2,1,4,4,3,35,25.0,0
3,3,2,4,2,2,1,4,4,4,50,50,50,25,50,75,1,1954.0,1,1,2,2,6,50,50.0,0
3,3,3,1,4,3,2,2,2,1,25,50,25,50,50,50,2,1978.0,2,1,4,3,2,48,41.67,0
4,4,4,3,2,3,1,3,2,3,25,25,25,75,75,75,2,1981.0,3,1,10,4,4,52,50.0,0
2,3,2,3,2,2,2,3,3,3,50,50,50,75,75,75,2,1982.0,1,2,15,2,3,50,62.5,0
3,4,4,4,4,2,1,3,3,3,25,25,25,50,50,50,1,1965.0,2,9,13,4,5,50,37.5,0
3,3,4,3,2,2,1,2,2,1,50,75,75,100,75,100,2,1981.0,2,12,15,4,2,40,79.17,1
2,2,1,1,4,1,2,1,1,1,50,25,50,75,75,75,2,1986.0,2,1,7,2,3,53,58.33,0
3,4,2,3,2,2,1,3,3,2,50,25,50,50,75,50,2,1963.0,2,2,15,1,4,50,50.0,0
4,3,3,2,3,4,4,1,1,1,50,25,25,50,25,25,2,1990.0,2,11,13,4,1,30,33.33,0
3,3,2,2,3,2,2,1,2,2,25,25,50,75,75,75,2,1977.0,3,1,15,1,2,20,54.17,0
2,3,3,3,2,2,2,3,3,2,50,75,50,75,75,100,2,1968.0,1,1,4,1,2,30,70.83,1
4,4,4,4,3,2,1,4,3,1,25,50,75,75,75,100,2,1975.0,2,1,10,3,2,30,66.67,1
3,2,2,3,2,2,2,2,2,2,50,50,50,75,50,75,1,1953.0,1,1,10,2,5,70,58.33,0
2,2,3,3,2,2,1,3,4,2,50,50,100,100,100,100,2,1987.0,2,3,9,4,2,50,83.33,1
3,2,2,3,1,1,1,4,4,4,75,75,100,100,75,100,1,1954.0,1,1,2,1,6,60,87.5,1
3,4,4,2,2,3,3,1,2,1,25,25,0,0,25,25,2,1981.0,2,3,8,1,2,65,16.67,0
3,2,3,1,2,2,1,2,2,1,25,25,50,50,25,25,2,1984.0,2,1,15,3,2,40,33.33,0
3,3,2,3,3,3,3,3,3,3,50,50,50,75,25,50,1,1959.0,1,3,15,1,4,60,50.0,0
2,2,2,3,3,2,2,1,2,3,50,75,75,100,75,25,1,1963.0,1,1,15,2,2,30,66.67,1
3,3,2,3,2,2,1,3,3,2,25,25,50,75,25,25,2,1987.0,2,1,1,4,2,50,37.5,0
2,3,3,3,3,3,3,3,3,3,25,25,50,50,25,75,2,1980.0,1,3,15,1,1,40,41.67,0
3,3,3,2,2,2,2,3,3,3,25,25,25,25,25,50,2,1983.0,1,2,2,4,2,45,29.17,0
4,4,4,1,4,3,2,1,2,1,25,25,25,25,25,50,2,1981.0,2,1,13,4,3,60,29.17,0
2,2,1,4,3,1,2,3,2,3,25,50,25,50,50,75,2,1980.0,2,1,10,3,2,24,45.83,0
4,4,4,3,3,1,1,3,3,3,25,25,25,25,25,25,2,1974.0,1,1,13,4,4,60,25.0,0
3,3,3,3,2,3,1,3,3,3,50,50,50,50,50,75,2,1974.0,1,3,4,2,6,60,54.17,0
3,2,3,3,2,1,1,3,3,3,50,50,50,50,50,50,2,1957.0,1,1,10,2,1,20,50.0,0
4,4,4,2,3,3,2,1,1,1,25,25,25,25,25,25,2,1981.0,2,9,13,4,3,60,25.0,0
4,4,2,1,4,4,3,1,1,1,25,25,25,25,25,25,2,1975.0,2,3,2,1,2,40,25.0,0
2,1,2,3,2,2,1,3,3,3,75,75,50,100,75,75,1,1946.0,1,1,2,0,0,0,75.0,1
3,2,1,3,3,2,1,3,3,1,0,25,50,50,25,50,2,1989.0,2,1,15,4,2,38,33.33,0
3,3,3,3,1,2,1,2,3,1,25,25,25,50,50,50,2,1984.0,1,2,13,2,2,65,37.5,0
3,4,3,3,2,1,1,3,3,2,25,50,25,25,25,25,2,1992.0,2,1,1,3,3,46,29.17,0
4,4,3,1,4,3,3,1,2,2,0,25,0,25,25,25,1,1994.0,2,13,2,4,1,50,16.67,0
4,2,4,3,3,3,1,2,1,1,25,25,75,25,50,75,2,1980.0,2,1,1,2,3,60,45.83,0
2,1,2,3,1,1,1,3,3,2,50,75,100,100,100,75,2,1988.0,2,11,2,4,2,25,83.33,1
4,4,3,2,2,2,1,2,3,2,25,25,75,75,50,100,1,1990.0,1,3,9,2,1,90,58.33,0
2,1,1,1,3,2,3,2,2,1,25,75,100,75,75,75,2,1989.0,2,11,2,4,2,40,70.83,1
3,3,3,4,3,1,1,3,3,1,50,50,75,75,75,75,1,1963.0,1,1,2,3,6,50,66.67,1
3,2,2,2,3,2,1,2,3,3,25,25,50,75,50,75,2,1986.0,2,3,1,1,2,48,50.0,0
3,3,4,3,4,4,2,2,1,1,50,75,50,75,50,75,2,1961.0,1,1,1,2,4,50,62.5,0
2,2,3,3,2,2,2,3,3,3,50,50,50,75,75,100,2,1971.0,1,1,1,1,1,45,66.67,1
3,3,3,3,2,2,2,3,2,3,75,75,100,100,100,100,1,1974.0,1,3,1,1,3,65,91.67,1
3,2,2,3,3,2,2,3,3,3,25,50,50,50,50,50,2,1984.0,2,14,2,4,2,32,45.83,0
2,3,2,3,2,1,2,3,3,3,50,75,75,75,75,100,2,1986.0,2,8,4,4,3,50,75.0,1
3,2,3,4,1,2,2,3,3,3,50,50,50,75,75,75,2,1955.0,1,13,15,4,5,60,62.5,0
3,4,3,2,3,3,2,2,2,2,25,50,50,75,75,50,2,1965.0,2,9,2,2,1,50,54.17,0
3,3,2,2,4,2,3,2,2,2,25,50,50,50,75,75,2,1981.0,2,1,2,3,2,45,54.17,0
3,2,3,2,3,2,1,1,3,1,25,25,25,25,25,25,2,1982.0,2,1,1,2,3,50,25.0,0
3,3,3,2,4,4,3,1,1,1,0,0,0,0,0,25,2,1979.0,4,1,15,1,2,25,4.17,0
2,2,2,4,4,1,1,3,3,2,75,75,100,100,100,100,1,1956.0,1,2,4,2,4,50,91.67,1
4,3,3,3,3,2,1,2,2,2,0,25,25,50,25,75,2,1978.0,2,1,10,1,3,44,33.33,0
3,2,3,3,3,2,2,3,3,3,25,50,75,100,50,50,2,1982.0,9,15,3,2,3,40,58.33,0
4,4,4,3,2,2,1,3,3,3,25,25,25,50,25,75,1,1960.0,1,1,10,4,6,55,37.5,0
3,4,3,1,3,3,3,1,2,1,25,75,100,75,50,75,2,1963.0,1,3,9,1,3,84,66.67,1
3,3,3,3,3,2,1,3,2,2,25,50,50,50,25,50,2,1986.0,2,2,9,2,3,56,41.67,0
4,4,2,3,2,2,1,3,3,2,25,25,25,50,50,75,1,1982.0,1,2,2,2,6,60,41.67,0
3,3,3,1,3,3,2,1,2,1,0,25,25,25,25,25,2,1989.0,2,1,1,3,1,25,20.83,0
2,1,3,3,1,1,1,4,4,4,50,50,50,75,50,100,2,1977.0,1,1,11,2,5,45,62.5,0
2,2,1,2,1,2,2,2,3,2,50,75,50,75,25,75,1,1949.0,1,1,13,1,3,15,58.33,0
4,3,3,3,4,3,3,3,1,1,50,25,25,25,25,25,2,1980.0,2,1,15,1,2,38,29.17,0
3,4,3,2,2,2,2,1,2,1,25,50,75,75,50,75,2,1991.0,2,11,9,4,2,60,58.33,0
3,2,2,3,3,3,2,2,2,1,0,50,50,25,25,50,2,1990.0,2,1,9,1,1,29,33.33,0
3,2,3,3,2,3,2,3,3,1,25,75,75,100,75,100,2,1990.0,2,1,10,4,2,50,75.0,1
3,4,4,3,2,2,2,3,3,3,25,25,25,50,25,50,2,1983.0,2,1,2,3,3,60,33.33,0
2,3,3,3,2,2,1,2,3,2,25,50,25,25,0,50,2,1988.0,2,1,11,2,2,60,29.17,0
3,3,2,2,2,1,1,3,3,2,50,50,50,75,75,75,2,1973.0,1,1,4,2,4,45,62.5,0
3,3,3,1,4,3,2,2,2,3,25,25,25,25,25,25,2,1973.0,2,9,13,1,3,45,25.0,0
2,2,3,4,1,1,1,4,4,4,75,75,75,75,75,50,2,1961.0,1,1,15,1,1,35,70.83,1
3,3,4,2,2,3,2,2,3,1,25,50,25,75,25,100,2,1977.0,1,3,9,3,1,50,50.0,0
4,4,4,2,3,3,2,1,2,1,25,25,0,25,25,50,2,1979.0,2,1,9,4,4,44,25.0,0
4,3,3,3,2,2,1,3,3,2,50,50,50,75,75,50,2,1984.0,2,1,12,3,2,50,58.33,0
3,3,3,3,3,2,1,3,2,1,25,25,25,25,25,25,2,1983.0,2,2,2,1,4,60,25.0,0
3,3,3,2,3,3,3,2,3,1,25,25,25,50,25,50,2,1985.0,5,1,13,1,1,32,33.33,0
4,4,2,2,3,3,2,2,2,2,25,0,0,25,25,25,2,1974.0,1,1,2,2,3,70,16.67,0
3,3,3,3,2,2,2,3,2,2,25,25,25,50,25,50,2,1973.0,1,1,9,4,1,60,33.33,0
3,4,4,3,3,3,1,2,2,2,25,25,50,75,75,100,2,1981.0,2,9,2,1,2,48,58.33,0
2,2,2,2,2,2,1,2,3,2,25,50,50,75,50,75,2,1972.0,1,3,7,1,5,0,54.17,0
4,3,3,3,3,3,3,2,1,1,50,50,25,75,50,75,2,1956.0,1,1,2,4,3,25,54.17,0
2,2,3,3,2,2,2,3,3,3,75,50,50,100,100,75,1,1977.0,1,3,2,1,6,60,75.0,1
3,3,3,1,4,2,2,1,1,1,25,25,25,50,50,75,2,1980.0,2,3,15,1,4,70,41.67,0
4,3,4,2,4,3,2,2,2,1,25,25,25,25,25,25,2,1982.0,2,1,2,3,2,32,25.0,0
2,2,2,3,2,2,2,3,3,3,75,75,100,100,100,75,1,1939.0,7,9,4,1,2,0,87.5,1
3,2,2,3,2,2,2,3,3,3,75,75,75,50,50,75,2,1983.0,3,1,8,2,2,40,66.67,1
3,2,2,3,1,1,1,3,4,4,25,25,50,50,50,50,2,1968.0,1,1,2,4,4,41,41.67,0
1,2,1,3,3,2,2,3,2,2,50,75,75,75,75,75,2,1954.0,1,1,2,1,1,8,70.83,1
3,3,1,3,4,1,1,3,2,1,0,50,50,75,25,75,2,1987.0,2,11,9,4,1,15,45.83,0
2,2,2,3,2,2,2,3,3,3,75,75,100,100,100,100,2,1990.0,2,6,8,3,2,40,91.67,1
3,2,3,3,2,1,1,3,3,2,25,50,75,75,100,75,2,1982.0,1,1,4,1,2,38,66.67,1
3,3,3,1,4,3,4,4,4,1,0,25,25,25,25,50,2,1974.0,2,3,2,1,3,55,25.0,0
4,3,4,2,4,4,1,1,1,1,25,25,25,25,25,25,2,1965.0,2,3,9,1,3,80,25.0,0
3,3,3,1,3,3,2,1,1,1,25,25,25,25,25,25,2,1972.0,1,1,2,1,2,25,25.0,0
4,3,4,1,4,3,2,1,1,2,25,50,25,50,25,50,2,1985.0,2,3,10,1,3,55,37.5,0
4,4,4,3,2,2,1,3,3,3,0,25,50,25,25,50,2,1971.0,2,7,2,2,4,60,29.17,0
4,3,4,2,3,3,2,1,1,3,0,0,25,25,25,25,2,1962.0,2,1,11,3,2,25,16.67,0
4,3,3,1,3,2,1,1,2,1,0,0,75,50,0,75,2,1983.0,2,1,10,4,2,65,33.33,0
4,4,4,2,3,3,4,1,1,1,25,25,50,25,25,50,2,1985.0,2,9,9,4,2,60,33.33,0
3,2,3,2,4,4,4,1,1,1,0,25,25,50,25,50,1,1966.0,1,13,9,1,1,70,29.17,0
3,3,3,3,4,3,1,2,2,1,50,50,75,100,50,75,2,1985.0,2,1,2,4,2,50,66.67,1
2,2,2,2,3,2,2,2,2,2,50,25,25,50,50,50,2,1972.0,1,1,15,1,1,25,41.67,0
3,2,3,3,2,2,1,2,3,2,50,50,75,50,50,75,1,1963.0,1,2,15,1,5,70,58.33,0
3,3,3,4,3,3,3,3,3,3,25,25,25,50,25,50,2,1978.0,2,3,2,1,4,30,33.33,0
3,3,3,3,3,2,2,2,3,2,25,25,25,25,25,50,2,1984.0,2,2,10,1,2,60,29.17,0
3,3,3,3,3,4,3,2,3,2,0,0,50,25,25,50,2,1986.0,9,11,1,4,2,45,25.0,0
3,2,2,3,3,3,4,3,1,3,25,25,25,50,25,25,2,0.0,2,6,13,4,2,45,29.17,0
2,2,2,3,3,2,2,3,3,2,25,50,50,75,50,100,2,1974.0,2,1,15,1,2,20,58.33,0
3,3,4,3,2,2,1,2,3,2,50,50,25,25,50,50,2,1976.0,1,2,2,1,4,55,41.67,0
3,3,3,3,3,2,2,2,3,3,25,25,25,50,50,75,2,1965.0,2,9,6,1,4,40,41.67,0
2,3,3,3,4,2,2,3,2,3,50,75,50,50,75,75,2,1986.0,2,11,1,1,3,39,62.5,0
2,2,2,2,4,3,3,2,2,3,50,75,50,50,50,75,1,1983.0,2,8,2,4,2,20,58.33,0
3,2,3,2,3,3,2,3,4,3,25,50,50,75,50,50,2,1971.0,9,3,15,1,2,20,50.0,0
4,4,3,2,3,4,2,2,3,1,25,25,50,25,25,50,2,1987.0,2,1,3,4,2,55,33.33,0
4,4,4,1,4,3,1,4,4,2,25,25,0,25,0,50,1,1973.0,1,1,2,3,5,60,20.83,0
3,3,3,1,3,2,2,2,3,3,25,25,25,50,25,75,2,1973.0,1,2,15,1,6,80,37.5,0
3,2,3,4,2,1,1,3,4,3,75,75,75,100,100,100,1,1953.0,9,13,4,1,6,50,87.5,1
3,3,3,2,3,3,2,3,3,1,25,50,25,50,50,50,2,1989.0,2,3,2,3,2,50,41.67,0
4,4,4,2,4,2,2,2,2,1,25,25,25,25,25,25,2,1982.0,2,2,7,1,3,72,25.0,0
3,3,3,3,2,1,1,3,3,2,25,25,25,100,75,100,2,1972.0,1,1,2,1,5,60,58.33,0
4,2,4,1,4,3,2,1,1,1,25,25,25,25,25,25,2,1990.0,2,1,2,3,2,53,25.0,0
3,4,3,3,4,4,4,2,2,1,25,25,25,50,75,50,1,1964.0,1,3,15,1,1,60,41.67,0
3,3,2,3,3,2,2,2,2,2,25,50,25,25,25,75,2,1970.0,2,1,13,2,2,30,37.5,0
2,2,2,2,3,3,2,2,2,1,50,75,50,75,75,50,2,1982.0,2,7,1,2,2,32,62.5,0
3,3,4,1,2,1,2,2,3,2,50,25,75,50,50,100,2,1985.0,4,3,2,3,2,35,58.33,0
2,2,2,2,2,4,3,2,1,3,25,25,50,75,50,0,2,1988.0,2,14,4,4,3,45,37.5,0
3,4,4,1,4,4,3,1,1,1,0,0,0,0,0,0,2,1961.0,2,3,2,1,2,70,0.0,0
3,3,3,3,3,3,1,2,3,2,25,25,25,25,25,25,2,1960.0,1,1,11,2,3,60,25.0,0
3,4,2,2,3,2,2,2,2,3,25,25,25,25,25,50,1,1969.0,2,3,2,1,3,40,29.17,0
3,2,3,2,3,2,1,2,3,1,50,75,50,50,75,75,2,1973.0,2,1,15,2,1,20,62.5,0
4,3,3,2,4,4,3,2,2,1,25,0,25,0,25,25,2,1968.0,1,3,7,2,2,80,16.67,0
3,3,3,3,3,2,1,3,2,3,50,75,75,100,75,75,2,1988.0,2,1,13,1,2,36,75.0,1
3,3,2,3,2,2,2,2,3,3,25,25,50,25,25,50,2,1962.0,2,8,15,3,4,42,33.33,0
3,2,3,3,3,2,1,2,4,2,25,50,50,75,75,75,2,1963.0,1,1,3,4,3,35,58.33,0
3,2,2,3,2,2,1,3,3,2,25,25,25,50,50,25,2,1975.0,2,2,15,1,4,50,33.33,0
4,4,3,3,3,3,1,3,3,1,25,25,25,25,25,25,2,1987.0,2,1,10,2,2,60,25.0,0
3,2,2,3,3,3,3,3,2,1,25,50,75,75,75,75,2,1989.0,2,11,9,4,1,40,62.5,0
3,3,2,3,4,2,2,2,3,2,50,50,50,50,25,75,2,1963.0,2,2,7,3,3,50,50.0,0
3,2,2,3,1,2,2,3,3,1,25,25,75,50,25,25,1,1989.0,2,13,9,4,1,60,37.5,0
2,3,2,1,4,2,2,2,2,2,25,25,25,25,25,25,2,1979.0,9,13,6,4,2,40,25.0,0
2,2,2,3,2,2,2,3,2,2,50,50,50,100,75,75,1,1980.0,9,2,2,4,2,60,66.67,1
3,3,3,4,3,2,2,3,3,3,25,25,25,25,25,50,2,1984.0,2,2,15,3,2,50,29.17,0
2,3,2,1,4,4,1,2,2,2,50,50,75,100,75,75,2,1978.0,3,3,2,1,4,46,70.83,1
4,4,3,1,3,3,3,1,1,1,0,25,0,25,25,25,2,1979.0,2,1,2,4,4,60,16.67,0
3,2,4,3,4,2,2,3,3,2,25,50,75,100,75,75,2,1982.0,1,1,15,1,2,30,66.67,1
3,3,3,2,3,3,3,2,2,2,25,50,25,25,25,25,2,1990.0,2,3,13,1,2,50,29.17,0
3,4,3,1,4,3,2,1,1,1,25,25,0,25,25,75,2,1965.0,1,1,1,2,3,42,29.17,0
4,3,2,3,2,2,2,2,2,2,25,50,75,100,75,75,2,1989.0,2,3,15,1,2,65,66.67,1
2,2,2,3,2,2,1,3,4,2,75,75,75,50,75,100,1,1958.0,1,1,2,1,1,50,75.0,1
4,4,4,2,3,3,3,2,2,1,0,0,0,0,0,0,1,1982.0,9,7,7,1,4,50,0.0,0
4,4,4,1,1,2,2,2,3,3,25,25,25,25,25,25,2,1967.0,1,1,2,1,4,44,25.0,0
3,3,3,4,3,2,1,4,3,3,50,50,75,75,100,100,2,1990.0,2,3,4,1,3,55,75.0,1
3,3,3,1,4,3,4,1,2,3,25,50,75,25,25,25,2,1977.0,2,9,14,1,3,50,37.5,0
4,4,4,3,4,2,1,3,1,1,50,75,25,50,0,75,2,1984.0,9,13,2,4,1,34,45.83,0
2,2,2,2,3,2,3,2,2,2,25,50,50,75,50,50,2,1978.0,4,1,2,1,1,20,50.0,0
3,4,4,1,3,3,1,1,1,3,25,25,25,25,25,25,1,0.0,2,9,13,4,4,40,25.0,0
3,3,2,2,4,2,2,2,2,2,25,25,25,25,25,100,2,1968.0,2,1,2,1,3,50,37.5,0
3,3,4,3,3,3,2,3,2,3,50,50,75,75,75,100,2,1968.0,1,1,13,2,6,55,70.83,1
4,3,3,2,3,2,1,2,2,2,25,75,100,75,75,100,1,1980.0,2,1,2,1,3,60,75.0,1
3,3,2,4,2,2,2,3,3,2,50,50,75,75,50,75,2,1988.0,2,2,2,4,2,80,62.5,0
3,3,3,3,2,1,1,3,3,3,50,50,75,75,75,75,1,1964.0,1,1,13,1,6,65,66.67,1
3,3,3,3,3,2,2,3,2,1,50,50,75,100,75,75,2,1963.0,1,1,3,4,4,50,70.83,1
4,3,3,1,1,1,1,2,4,3,25,25,25,75,50,50,2,1971.0,1,2,2,1,5,60,41.67,0
3,3,3,2,4,3,2,1,2,1,0,25,25,25,25,25,2,1967.0,1,1,2,4,3,35,20.83,0
3,3,2,2,3,2,2,2,2,2,50,75,75,75,75,75,2,1972.0,1,1,2,4,4,59,70.83,1
3,1,2,3,4,2,1,3,2,3,50,50,100,100,100,75,2,1986.0,2,1,9,3,2,20,79.17,1
4,3,3,3,3,2,2,3,2,1,0,25,50,50,25,75,1,1987.0,2,1,15,4,2,45,37.5,0
3,3,2,4,3,3,3,3,2,2,50,25,50,75,50,50,2,1988.0,2,1,4,4,3,35,50.0,0
2,2,3,2,2,2,2,3,3,3,50,75,75,100,75,75,2,1987.0,2,2,1,4,3,40,75.0,1
3,3,3,3,2,2,1,3,3,4,75,50,75,75,75,75,2,1988.0,2,1,15,4,4,45,70.83,1
3,3,2,4,3,1,1,2,2,2,50,50,75,100,50,100,1,1988.0,2,2,2,3,1,35,70.83,1
2,2,1,3,2,3,1,3,3,2,50,75,100,100,75,100,2,1959.0,1,2,1,1,1,50,83.33,1
2,1,1,4,1,1,1,3,3,2,25,50,25,25,25,75,2,1990.0,2,1,8,3,2,45,37.5,0
2,3,4,3,1,1,1,3,4,4,50,25,50,75,75,100,1,1973.0,1,1,15,4,6,70,62.5,0
3,3,2,2,2,2,3,2,3,1,50,25,75,75,75,100,2,1958.0,1,5,15,2,4,50,66.67,1
3,3,3,2,3,3,1,2,3,2,25,50,25,50,25,50,2,1957.0,1,1,9,2,1,55,37.5,0
1,3,2,3,3,2,2,3,3,2,25,50,25,75,75,100,2,1967.0,1,1,15,1,2,50,58.33,0
3,2,4,3,3,3,1,3,4,1,50,75,50,50,50,75,2,1986.0,2,3,15,1,2,50,58.33,0
3,3,2,2,3,3,2,2,3,3,25,50,50,50,50,50,2,1964.0,2,1,13,4,3,40,45.83,0
3,3,3,2,3,2,1,2,3,2,25,75,50,75,50,100,2,1971.0,2,1,10,2,3,31,62.5,0
4,3,4,2,4,2,1,2,3,2,25,25,25,50,50,50,2,1962.0,2,1,9,0,4,50,37.5,0
4,3,3,4,3,3,1,3,3,2,50,75,50,100,50,75,2,1988.0,2,1,10,3,3,44,66.67,1
3,2,3,3,2,2,2,3,3,3,25,25,25,25,25,50,2,1988.0,2,1,9,2,4,60,29.17,0
4,2,3,2,3,2,2,2,2,1,50,25,25,100,100,100,2,1981.0,2,1,10,2,2,30,66.67,1
2,3,2,3,4,2,2,2,2,1,50,50,25,50,25,50,2,1989.0,2,1,6,2,2,40,41.67,0
4,2,3,3,3,2,1,2,1,2,25,25,25,25,25,50,2,1984.0,2,1,10,1,3,49,29.17,0
3,4,2,1,4,4,1,1,2,4,50,75,75,100,50,75,2,1983.0,2,1,15,3,4,45,70.83,1
2,4,2,3,3,2,1,3,3,1,75,100,75,100,100,100,2,1988.0,2,1,13,2,2,40,91.67,1
3,3,2,3,2,2,1,3,3,2,25,25,50,50,50,75,2,1963.0,1,1,4,1,4,50,45.83,0
3,2,2,3,3,3,1,2,3,2,25,25,25,50,25,75,2,1989.0,2,1,2,1,2,45,37.5,0
3,3,3,2,3,1,1,2,2,1,50,50,50,50,50,75,2,1979.0,2,1,10,3,3,41,54.17,0
4,4,3,2,4,4,1,2,1,1,25,25,25,25,25,25,2,1976.0,1,1,7,2,3,60,25.0,0
3,4,3,1,2,2,2,4,1,1,0,0,0,25,25,50,2,1977.0,1,1,2,1,2,60,16.67,0
3,2,2,4,3,2,1,3,2,1,50,50,50,100,75,100,2,1983.0,2,1,14,3,1,25,70.83,1
3,2,3,3,2,2,1,2,2,2,75,75,50,25,50,75,2,1983.0,2,1,1,2,3,40,58.33,0
4,2,2,2,4,1,1,1,4,3,25,25,25,50,25,50,2,1977.0,2,1,10,1,3,60,33.33,0
3,3,3,2,3,2,1,2,1,2,25,50,50,50,25,75,2,1985.0,2,1,2,4,3,60,45.83,0
2,2,2,2,4,3,2,2,2,1,25,25,0,25,25,25,2,1986.0,2,1,10,1,1,0,20.83,0
3,3,3,3,3,2,3,3,2,3,50,50,50,100,75,100,2,1987.0,2,1,2,4,3,55,70.83,1
3,3,3,3,2,1,1,3,3,3,50,50,75,75,50,75,2,1965.0,2,1,2,3,5,50,62.5,0
2,3,2,3,3,2,4,3,2,4,25,25,0,25,25,50,2,1983.0,5,1,3,4,3,35,25.0,0
3,4,3,2,3,3,4,2,3,1,0,0,50,75,25,25,2,1979.0,1,1,1,1,2,50,29.17,0
3,4,4,2,4,2,2,2,2,2,25,25,25,75,50,25,2,1970.0,2,1,2,1,4,45,37.5,0
4,3,3,2,4,2,1,1,2,1,25,25,25,25,25,25,2,1984.0,2,1,2,1,2,70,25.0,0
3,2,2,3,2,1,1,3,2,3,50,75,75,100,100,75,2,1991.0,2,1,7,4,2,20,79.17,1
3,4,3,3,1,1,1,3,3,2,0,25,0,25,25,50,1,1957.0,1,1,15,2,1,60,20.83,0
3,3,3,2,3,2,2,2,2,2,25,25,25,25,25,25,2,1979.0,2,1,11,3,3,50,25.0,0
3,3,3,3,3,3,2,3,3,1,50,25,25,50,25,50,1,1973.0,1,2,15,2,5,60,37.5,0
2,2,2,4,2,1,1,4,3,3,50,75,75,100,100,100,2,1988.0,2,1,15,1,2,40,83.33,1
